source,dataset_id,table_title,variable,theme,label,definition,unit,decimals,period,source_detail,geography,nonempty_rows,nonempty_amsterdam_rows
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHVEST_SR,Economie,Voorzieningen: vestigingen sport en recreatie,"De deelfunctie 'sport en recreatie' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. De deelfunctie Sport en recreatie bank valt onder de hoofdfunctie Voorzieningen.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.",0,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHVEST_VOORZ,Economie,Voorzieningen: vestigingen totaal,"De hoofdfunctie 'voorzieningen' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. Dit zijn vestigingen met de SBI-codes van politie, brandweer, onderwijs, gezondheidszorg, welzijnszorg, cultuur, sport en recreatie. Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal 1 werkzaam persoon.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.",0,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHVEST_VOORZ_P,Economie,Voorzieningen: vestigingen totaal (%),"Aandeel van de vestigingen met de hoofdfunctie Voorzieningen. De hoofdfunctie 'voorzieningen' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. Dit zijn vestigingen met de SBI-codes van politie, brandweer, onderwijs, gezondheidszorg, welzijnszorg, cultuur, sport en recreatie. Een vestiging is een locatie van een door de Kamer van Koophandel geregistreerde onderneming waarin of van waaruit een economische activiteit wordt uitgeoefend voor minimaal 12 uur per week door minimaal 1 werkzaam persoon.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.",0 %,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHVEST_WELZ,Economie,Voorzieningen: vestigingen welzijnszorg,"De deelfunctie 'welzijnszorg' wordt aan een vestiging toegekend op basis van de activiteitencode (SBI) waarmee deze vestiging is geregistreerd bij de Kamer van Koophandel. De deelfunctie Welzijnszorg valt onder de hoofdfunctie Voorzieningen.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.",0,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHWP_CULT,Economie,Voorzieningen: werkzame personen cultuur,"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'cultuur'.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.",0,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHWP_GEZZORG,Economie,Voorzieningen: werkzame personen gezondheidszorg,"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'gezondheidszorg'.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.",0,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHWP_OND,Economie,Voorzieningen: werkzame personen onderwijs,"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'onderwijs'.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.",0,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHWP_POLBRAND,Economie,Voorzieningen: werkzame personen politie/brandweer,"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'brandweer'.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.",0,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHWP_SR,Economie,Voorzieningen: werkzame personen sport en recreatie,"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'sport en recreatie'.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.",0,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHWP_VOORZ,Economie,Voorzieningen: werkzame personen totaal,"Personen die voor 12 uur of meer per week werkzaam zijn bij ondernemingsvestigingen met de hoofdfunctie 'voorzieningen'. Dit zijn vestigingen met de SBI-codes van politie, brandweer, onderwijs, gezondheidszorg, welzijnszorg, cultuur, sport en recreatie. Het aantal werkzame personen wordt bepaald op een peildatum.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.",0,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHWP_VOORZ_P,Economie,Voorzieningen: werkzame personen totaal (%),"Aandeel van de werkzame personen die voor 12 uur of meer per week werkzaam zijn bij ondernemingsvestigingen met de hoofdfunctie 'voorzieningen'. Dit zijn vestigingen met de SBI-codes van politie, brandweer, onderwijs, gezondheidszorg, welzijnszorg, cultuur, sport en recreatie.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.",0 %,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHWP_WELZ,Economie,Voorzieningen: werkzame personen welzijnszorg,"Personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de deelfunctie 'welzijnszorg'.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.",0,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,WZWELZIJN,Economie,Welzijnsvoorzieningen,"Aantal in het LISA geregistreerde welzijnsvoorzieningen met de SBI-codes 87 en 88, oftewel Verpleging, verzorging en begeleiding met overnachting en Maatschappelijke dienstverlening zonder overnachting. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is.",0,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,WZWELZIJN_1000INW,Economie,Welzijnsvoorzieningen per 1.000 inwoners,"Aantal in het LISA geregistreerde welzijnsvoorzieningen per 1.000 inwoners. Het gaat om vestigingen  met de SBI-codes 87 en 88, oftewel Verpleging, verzorging en begeleiding met overnachting en Maatschappelijke dienstverlening zonder overnachting.",0 /1.000 inwoners,,1 januari,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHWP_WELZIJN,Economie,werkzame personen  welzijnsvoorzieningen,"Aantal werkzame personen  (minstens 12 uur per week) bij welzijnsvoorzieningen.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.",0,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHWPA,Economie,"werkzame personen A: landbouw, bosbouw en visserij","Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode A: Landbouw, bosbouw en visserij.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent.",0,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHWPA_P,Economie,"werkzame personen A: landbouw, bosbouw en visserij (%)","Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode A: Landbouw, bosbouw en visserij.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent.",0 %,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHWPB,Economie,werkzame personen B: winning van delfstoffen,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode B: winning van delfstoffen.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent.",0,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHWPB_P,Economie,werkzame personen B: winning van delfstoffen (%),"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode B: winning van delfstoffen.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent.",0 %,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHWPC,Economie,werkzame personen C: industrie,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode C: Industrie.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent.",0,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHWPC_P,Economie,werkzame personen C: industrie (%),"Aandeel van het totaal aantal werkzame personen dat voor 12 uur of meer per week werkzaam is bij een vestiging met de sectiecode C: Industrie.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent.",0 %,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHWP_CI,Economie,werkzame personen creatieve industrie,"Aantal werkzame personen (minstens 12 uur per week) in de sector creatieve industrie.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.",0,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHWP_CULTUUR,Economie,werkzame personen cultuurvoorzieningen,"Aantal werkzame personen (minstens 12 uur per week) in de sector cultuurvoorzieningen.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen.",0,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BHWPD,Economie,werkzame personen D: energiebedrijven,"Aantal personen die voor 12 uur of meer per week werkzaam zijn bij vestigingen met de sectiecode D: Energiebedrijven.
Sinds 2022 heeft O&S de methodiek overgenomen van LISA, het landelijke vestigings- en banenregister, om het aantal banen en vestigingen per jaar te bepalen. De peildatum is bovendien 1 april en niet meer 1 januari. De cijfers tot en met 2011 zijn gebaseerd op de oude methode van O&S, toen de cijfers nog werden gebaseerd op het ARRA-bestand. Vanaf 2012 is de nieuwe LISA-methode gehanteerd waardoor een vergelijking tussen de jaren na 2012 jaren wel mogelijk is. Sinds 1 juli 2008 zijn ook vrije beroepen verplicht zich in te schrijven in het Handelregister. In 2008 leidde dit tot een toename van het aantal geregistreerde artsen en advocaten en in 2009 van de creatieve beroepen. Er worden alleen gegevens verstrekt over gebieden met minimaal 5 vestigingen. Percentages hoger dan 90 procent zijn afgerond naar 90 procent.",0,,1 april,LISA,Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
